Model,Price,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Location
Mercedes-Benz E-Class E250 CDI Avantgrade,148899,42000,2013,First Owner,Diesel,AUTOMATIC,Mumbai
Honda City ZX VTEC Plus,242899,76677,2009,Third Owner,Petrol,MANUAL,Coimbatore
Audi A8 L 3.0 TDI quattro,537599,66848,2013,First Owner,Diesel,AUTOMATIC,Kochi
Hyundai Santro Xing GL,297699,78000,2007,First Owner,Petrol,MANUAL,Ahmedabad
Maruti Swift Dzire VDi,705899,111166,2010,First Owner,Diesel,MANUAL,Delhi
Hyundai Verna CRDi ABS,213426,76000,2007,First Owner,Diesel,MANUAL,Chennai
Audi Q5 2008-2012 2.0 TDI,200899,94049,2012,First Owner,Diesel,AUTOMATIC,Coimbatore
BMW X1 sDrive20d,170036,47000,2014,First Owner,Diesel,AUTOMATIC,Ahmedabad
Tata Indica DLS,379699,140000,2006,Second Owner,Diesel,MANUAL,Chennai
Tata Nano XT,339199,20047,2015,First Owner,Petrol,MANUAL,Delhi
BMW 7 Series 730Ld DPE Signature,1563499,16000,2017,First Owner,Diesel,AUTOMATIC,Chennai
Honda Brio 1.2 S MT,299999,27000,2012,First Owner,Petrol,MANUAL,Chennai
Maruti Alto 800 2016-2019 LXI,219599,1001,2018,First Owner,Petrol,MANUAL,Mumbai
Hyundai i20 1.2 Sportz,293699,89312,2010,First Owner,Petrol,MANUAL,Kolkata
Hindustan Motors Contessa 2.0 DSL,279899,65000,1996,Second Owner,Diesel,MANUAL,Pune
Renault Duster 110PS Diesel RxZ,482199,93000,2012,Second Owner,Diesel,MANUAL,Pune
Maruti Swift Dzire VDI,207199,48000,2013,First Owner,Diesel,MANUAL,Kolkata
Maruti Dzire ZDI,577499,64917,2014,First Owner,Diesel,MANUAL,Coimbatore
Honda City i VTEC V,395399,19678,2017,First Owner,Petrol,MANUAL,Jaipur
Jaguar XF Diesel,308899,12000,2014,First Owner,Diesel,AUTOMATIC,Kolkata
BMW 3 Series 320d Luxury Line,383299,41309,2014,First Owner,Diesel,AUTOMATIC,Delhi
BMW 3 Series Luxury Line,224999,25038,2018,First Owner,Diesel,AUTOMATIC,Coimbatore
Chevrolet Beat Diesel LS,557499,68673,2016,First Owner,Diesel,MANUAL,Coimbatore
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,420099,26343,2018,First Owner,Diesel,AUTOMATIC,Coimbatore
Maruti Omni E 8 Str STD,613299,81245,2005,Fourth Owner,Petrol,MANUAL,Bangalore
Nissan Micra Diesel XV,534199,62100,2012,First Owner,Diesel,MANUAL,Delhi
Volkswagen Vento Petrol Highline,201799,104000,2013,First Owner,Petrol,MANUAL,Pune
Audi A6 2011-2015 2.0 TDI Premium Plus,286499,114831,2014,First Owner,Diesel,AUTOMATIC,Coimbatore
Fiat Linea Dynamic,1074299,46000,2010,First Owner,Petrol,MANUAL,Mumbai
Hyundai Verna 1.6 SX,605899,80000,2014,First Owner,Diesel,MANUAL,Jaipur
Hyundai i20 Active 1.2 S,827599,9201,2016,First Owner,Petrol,MANUAL,Kolkata
Honda Brio V MT,486699,55311,2013,First Owner,Petrol,MANUAL,Kochi
Honda Mobilio RS Option i DTEC,286999,58217,2015,First Owner,Diesel,MANUAL,Coimbatore
Mitsubishi Pajero Sport 4X4,308899,70655,2013,First Owner,Diesel,MANUAL,Delhi
Hyundai i10 Magna,408299,46000,2015,First Owner,Petrol,MANUAL,Kolkata
Tata Manza Club Class Quadrajet90 LS,399499,125000,2014,First Owner,Diesel,MANUAL,Pune
Renault Duster Adventure Edition,303399,59000,2014,First Owner,Diesel,MANUAL,Mumbai
Hyundai Verna CRDi 1.6 AT SX Plus,182037,66000,2013,Second Owner,Diesel,AUTOMATIC,Mumbai
Maruti Ritz VDi,362699,82242,2009,First Owner,Diesel,MANUAL,Hyderabad
Toyota Innova 2.5 V Diesel 8-seater,183799,107281,2012,First Owner,Diesel,MANUAL,Hyderabad
Tata Sumo EX 10/7 Str BSII,342999,196000,2015,Second Owner,Diesel,MANUAL,Chennai
Audi Q3 35 TDI Quattro Premium Plus,294399,75000,2015,First Owner,Diesel,AUTOMATIC,Ahmedabad
Fiat Grande Punto 1.2 Emotion,728599,11791,2011,First Owner,Petrol,MANUAL,Kolkata
Hyundai Elantra SX,339499,46000,2013,First Owner,Petrol,MANUAL,Ahmedabad
Volkswagen Polo Diesel Trendline 1.2L,733899,81000,2011,Second Owner,Diesel,MANUAL,Pune
Toyota Etios Cross 1.2L G,311999,46950,2015,First Owner,Petrol,MANUAL,Coimbatore
Hyundai Grand i10 Asta Option,867599,18000,2017,First Owner,Petrol,MANUAL,Chennai
Mahindra Scorpio S4 7 Seater,326899,95942,2016,First Owner,Diesel,MANUAL,Coimbatore
Maruti Ciaz VXi Plus,177099,42925,2016,First Owner,Petrol,MANUAL,Kochi
Ford Figo Petrol Titanium,315299,33750,2014,First Owner,Petrol,MANUAL,Hyderabad
Mini Cooper S,345799,14000,2016,First Owner,Petrol,AUTOMATIC,Mumbai
Hyundai Creta 1.6 CRDi SX,211699,29000,2015,First Owner,Diesel,MANUAL,Bangalore
Mahindra XUV500 W8 2WD,819999,67365,2015,First Owner,Diesel,MANUAL,Kochi
Mahindra XUV500 W8 2WD,201699,67791,2014,First Owner,Diesel,MANUAL,Coimbatore
Mahindra Thar CRDe AC,683899,20000,2016,First Owner,Diesel,MANUAL,Hyderabad
Maruti Swift Dzire VDi,321199,90198,2011,Second Owner,Diesel,MANUAL,Jaipur
Hyundai i10 Sportz 1.1L,994599,77000,2010,First Owner,Petrol,MANUAL,Pune
Maruti Ciaz VXi,474299,42520,2017,First Owner,Petrol,MANUAL,Kochi
Maruti Wagon R LXI DUO BSIII,356199,87829,2009,First Owner,LPG,MANUAL,Jaipur
Maruti Baleno Delta CVT,118499,21701,2017,First Owner,Petrol,AUTOMATIC,Ahmedabad
Maruti Alto LX BSIII,263599,86033,2008,First Owner,Petrol,MANUAL,Coimbatore
Hyundai Xcent 1.2 Kappa S Option,314599,25000,2015,First Owner,Petrol,MANUAL,Mumbai
Toyota Corolla Altis Diesel D4DG,286599,45000,2011,First Owner,Diesel,MANUAL,Kolkata
Volkswagen Polo Petrol Highline 1.2L,319199,22987,2018,First Owner,Petrol,MANUAL,Coimbatore
Hyundai i10 Era,531299,48725,2009,First Owner,Petrol,MANUAL,Jaipur
Hyundai Grand i10 1.2 Kappa Sportz,475199,42500,2013,First Owner,Petrol,MANUAL,Hyderabad
Hyundai Verna 1.6 SX VTVT (O) AT,531499,35000,2014,First Owner,Petrol,AUTOMATIC,Mumbai
Ford Fiesta 1.4 SXi TDCi ABS,309299,56000,2014,Second Owner,Diesel,MANUAL,Bangalore
Tata Xenon XT EX 4X2,481899,10000,2014,First Owner,Diesel,MANUAL,Hyderabad
Maruti Alto K10 2010-2014 VXI,873802,15669,2010,First Owner,Petrol,MANUAL,Mumbai
Audi A6 2011-2015 35 TDI Premium,327499,55331,2016,First Owner,Diesel,AUTOMATIC,Kochi
Renault Duster 85PS Diesel RxL Optional,415670,44535,2015,First Owner,Diesel,MANUAL,Pune
Mahindra Thar 4X4,544699,74000,2012,First Owner,Diesel,MANUAL,Delhi
Toyota Innova 2.5 GX (Diesel) 7 Seater,220999,77901,2014,First Owner,Diesel,MANUAL,Delhi
Maruti Swift Dzire VXi,282899,58186,2010,First Owner,Petrol,MANUAL,Kolkata
Chevrolet Aveo 1.6 LT,182499,30000,2010,First Owner,Petrol,MANUAL,Mumbai
Toyota Etios GD,463299,90000,2012,First Owner,Diesel,MANUAL,Bangalore
Jaguar XE Portfolio,154799,14730,2018,First Owner,Petrol,AUTOMATIC,Coimbatore
Maruti Alto LXi,308899,40000,2013,Second Owner,Petrol,MANUAL,Jaipur
Chevrolet Aveo U-VA 1.2 LS,456099,88107,2007,Second Owner,Petrol,MANUAL,Chennai
Volkswagen Vento 1.5 TDI Highline,348699,53226,2012,Second Owner,Diesel,MANUAL,Delhi
Maruti Swift VDI BSIV,1553699,76000,2013,First Owner,Diesel,MANUAL,Hyderabad
Toyota Innova 2.5 V Diesel 8-seater,199599,200000,2008,Second Owner,Diesel,MANUAL,Hyderabad
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,495266,73000,2013,First Owner,Diesel,AUTOMATIC,Hyderabad
Hyundai Accent GLE 1,643599,77200,2009,Second Owner,Petrol,MANUAL,Jaipur
Audi A4 New 2.0 TDI Multitronic,175899,67000,2012,Second Owner,Diesel,AUTOMATIC,Delhi
Chevrolet Tavera LS B3 10 Seats BSIII,691899,150000,2005,Second Owner,Diesel,MANUAL,Hyderabad
Mahindra Xylo E8 ABS BS IV,261599,145278,2009,Second Owner,Diesel,MANUAL,Jaipur
Hyundai i20 Active SX Diesel,386799,62083,2015,First Owner,Diesel,MANUAL,Chennai
Honda Civic 2006-2010 1.8 V MT,269299,61696,2010,First Owner,Petrol,MANUAL,Pune
Ford EcoSport 1.5 Diesel Titanium,384799,28000,2017,First Owner,Diesel,MANUAL,Ahmedabad
Mercedes-Benz New C-Class 220 CDI AT,318736,50142,2013,First Owner,Diesel,AUTOMATIC,Coimbatore
Skoda Superb Elegance 1.8 TSI AT,608699,45000,2014,First Owner,Petrol,AUTOMATIC,Mumbai
Skoda Rapid 1.5 TDI Elegance,178299,97513,2014,First Owner,Diesel,MANUAL,Pune
Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,246599,55000,2011,Second Owner,Petrol,AUTOMATIC,Mumbai
Maruti 800 AC,251899,82000,2004,Second Owner,Petrol,MANUAL,Hyderabad
Maruti Swift LDI,346299,71501,2013,First Owner,Diesel,MANUAL,Delhi
Honda BR-V i-DTEC S MT,181499,23000,2017,First Owner,Diesel,MANUAL,Hyderabad
Audi A6 2011-2015 2.0 TDI Technology,1399530,66095,2015,First Owner,Diesel,AUTOMATIC,Kochi
Toyota Fortuner 3.0 Diesel,218299,49500,2014,First Owner,Diesel,MANUAL,Mumbai
Toyota Camry MT with Moonroof,330398,90000,2009,First Owner,Petrol,MANUAL,Chennai
Maruti Ignis 1.2 Delta,367499,25384,2017,First Owner,Petrol,MANUAL,Mumbai
Hyundai Verna 1.6 VTVT S,355799,27529,2016,Second Owner,Petrol,MANUAL,Delhi
Honda City V MT,242399,69297,2012,First Owner,Petrol,MANUAL,Kochi
Honda City 1.5 E MT,1092599,66000,2009,First Owner,Petrol,MANUAL,Hyderabad
Mahindra Verito 1.5 D4 BSIV,171599,20000,2012,First Owner,Diesel,MANUAL,Hyderabad
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,339099,67000,2015,First Owner,Diesel,AUTOMATIC,Chennai
Hyundai EON D Lite Plus,553264,36933,2015,First Owner,Petrol,MANUAL,Coimbatore
Toyota Innova 2.5 G (Diesel) 8 Seater,411398,194000,2007,First Owner,Diesel,MANUAL,Mumbai
Maruti Ertiga VDI,160099,42200,2013,First Owner,Diesel,MANUAL,Kolkata
Audi Q7 3.0 TDI Quattro Premium Plus,221699,53093,2015,Second Owner,Diesel,AUTOMATIC,Coimbatore
Honda City 1.5 E MT,572899,88000,2012,Third Owner,Petrol,MANUAL,Pune
Maruti Alto K10 LXI,539099,42954,2017,First Owner,Petrol,MANUAL,Kochi
Tata Indica V2 eLX,444099,106000,2015,First Owner,Diesel,MANUAL,Chennai
BMW 5 Series 2013-2017 520d Luxury Line,272999,41700,2015,First Owner,Diesel,AUTOMATIC,Kochi
Mercedes-Benz New C-Class C 220 CDI Avantgarde,333624,34464,2018,First Owner,Diesel,AUTOMATIC,Coimbatore
Chevrolet Beat LT,740399,15000,2010,First Owner,Petrol,MANUAL,Ahmedabad
Maruti Zen Estilo LXI BS IV,142117,70000,2010,Second Owner,Petrol,MANUAL,Pune
Mahindra XUV500 W8 4WD,314999,119256,2017,First Owner,Diesel,MANUAL,Hyderabad
Honda City 1.5 V MT,210699,50036,2011,First Owner,Petrol,MANUAL,Coimbatore
Toyota Innova 2.5 VX (Diesel) 7 Seater,532599,58000,2013,First Owner,Diesel,MANUAL,Ahmedabad
Hyundai i20 1.2 Magna,312699,75000,2011,First Owner,Petrol,MANUAL,Pune
Maruti Alto K10 2010-2014 VXI,578340,53313,2013,First Owner,Petrol,MANUAL,Hyderabad
Toyota Innova 2.5 G (Diesel) 8 Seater,399099,73000,2015,First Owner,Diesel,MANUAL,Kolkata
Nissan Micra Diesel XV,253099,83989,2013,First Owner,Diesel,MANUAL,Kochi
Hyundai Creta 1.6 CRDi SX,379020,86247,2015,First Owner,Diesel,MANUAL,Chennai
Toyota Innova 2.5 G (Diesel) 8 Seater,586299,24000,2016,First Owner,Diesel,MANUAL,Mumbai
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,754799,58000,2010,First Owner,Diesel,AUTOMATIC,Hyderabad
Hyundai i20 Asta 1.2,469799,33000,2015,First Owner,Petrol,MANUAL,Kolkata
Honda Accord VTi-L (AT),1155999,100000,2005,First Owner,Petrol,AUTOMATIC,Hyderabad
Toyota Innova Crysta 2.4 ZX MT,845899,65896,2017,First Owner,Diesel,MANUAL,Hyderabad
Hyundai i20 Asta Option 1.4 CRDi,427799,120000,2016,First Owner,Diesel,MANUAL,Chennai
Mahindra Verito Vibe 1.5 dCi D6,559299,26000,2013,First Owner,Diesel,MANUAL,Mumbai
Maruti Eeco 5 Seater AC,231499,62300,2012,Second Owner,Petrol,MANUAL,Chennai
Toyota Corolla Altis 1.8 G,233299,77801,2012,First Owner,Petrol,MANUAL,Kochi
Toyota Corolla Altis VL AT,429999,42000,2015,First Owner,Petrol,AUTOMATIC,Mumbai
Mercedes-Benz A Class A180 Sport,297299,35000,2013,Second Owner,Petrol,AUTOMATIC,Bangalore
Hyundai i20 Asta 1.4 CRDi,824499,30134,2016,First Owner,Diesel,MANUAL,Kolkata
Honda Accord 2.4 M/T,417420,79038,2012,First Owner,Petrol,MANUAL,Delhi
Honda Accord 2.4 AT,228500,80000,2009,Second Owner,Petrol,AUTOMATIC,Mumbai
Mahindra Bolero SLE BSIII,294099,75000,2012,First Owner,Diesel,MANUAL,Hyderabad
Maruti Ritz LDi,894500,80000,2010,First Owner,Diesel,MANUAL,Bangalore
Skoda Superb Elegance 1.8 TSI AT,507199,84419,2014,First Owner,Petrol,AUTOMATIC,Delhi
Honda Amaze S i-Vtech,317299,70200,2013,First Owner,Petrol,MANUAL,Kolkata
Volkswagen Vento Petrol Highline,258699,98000,2013,Second Owner,Petrol,MANUAL,Chennai
Maruti Ritz LDi,819497,131503,2016,First Owner,Diesel,MANUAL,Chennai
Honda City 1.5 S MT,285699,54652,2011,First Owner,Petrol,MANUAL,Jaipur
Volkswagen Jetta 2007-2011 1.6 Trendline,262099,92000,2010,Second Owner,Petrol,MANUAL,Mumbai
Ford Figo Petrol ZXI,419399,44287,2010,First Owner,Petrol,MANUAL,Kolkata
Toyota Innova 2.5 G (Diesel) 7 Seater,331599,205000,2015,First Owner,Diesel,MANUAL,Pune
Hyundai Elite i20 Asta Option,169831,48000,2015,First Owner,Petrol,MANUAL,Hyderabad
Mahindra KUV 100 mFALCON D75 K2,454499,18000,2016,First Owner,Diesel,MANUAL,Mumbai
Bentley Flying Spur W12,197099,31200,2008,Second Owner,Petrol,AUTOMATIC,Bangalore
Honda City 1.5 V MT,584699,72000,2009,First Owner,Petrol,MANUAL,Pune
Hyundai i20 Magna,414399,85000,2009,First Owner,Petrol,MANUAL,Mumbai
Honda City 1.5 V MT,456099,27000,2010,First Owner,Petrol,MANUAL,Kolkata
Toyota Fortuner 2.8 2WD MT,793199,126000,2012,First Owner,Diesel,MANUAL,Mumbai
Tata Indica V2 DLS BSIII,530299,50000,2017,First Owner,Diesel,MANUAL,Pune
Honda Amaze S i-Vtech,387899,58811,2013,Second Owner,Petrol,MANUAL,Mumbai
Volkswagen Polo Diesel Highline 1.2L,684899,52196,2013,First Owner,Diesel,MANUAL,Pune
Nissan Micra Active XV,339299,45105,2017,First Owner,Petrol,MANUAL,Coimbatore
Hyundai Grand i10 Sportz,252099,25160,2015,Second Owner,Petrol,MANUAL,Hyderabad
Tata Tigor 1.2 Revotron XZ Option,723499,18000,2017,First Owner,Petrol,MANUAL,Hyderabad
Honda Accord 2001-2003 2.3 VTI L MT,830014,74000,2007,First Owner,Petrol,MANUAL,Bangalore
Mahindra Xylo E4,401463,67700,2009,First Owner,Diesel,MANUAL,Chennai
Land Rover Freelander 2 S Business Edition,228899,61062,2015,First Owner,Diesel,AUTOMATIC,Kochi
Toyota Innova 2.5 VX (Diesel) 7 Seater,372999,105000,2016,First Owner,Diesel,MANUAL,Kolkata
Tata Indigo eCS eLX BS IV,401599,155550,2013,First Owner,Diesel,MANUAL,Pune
Maruti Vitara Brezza VDi Option,347599,66000,2016,First Owner,Diesel,MANUAL,Delhi
Honda City 1.5 V MT,247999,93884,2012,Second Owner,Petrol,MANUAL,Kochi
Fiat Linea Emotion (Diesel),191299,200000,2009,First Owner,Diesel,MANUAL,Mumbai
Tata Tiago 1.2 Revotron XZ,486579,57200,2016,First Owner,Petrol,MANUAL,Kolkata
Volkswagen Polo Diesel Comfortline 1.2L,265599,93568,2013,First Owner,Diesel,MANUAL,Hyderabad
Maruti Wagon R VXI BS IV,290899,54000,2014,First Owner,Petrol,MANUAL,Kolkata
Hyundai Creta 1.6 CRDi AT SX Plus,589399,40571,2016,First Owner,Diesel,AUTOMATIC,Bangalore
Audi A4 35 TDI Technology,276399,59000,2015,First Owner,Diesel,AUTOMATIC,Hyderabad
BMW X1 xDrive 20d xLine,177499,17273,2017,First Owner,Diesel,AUTOMATIC,Coimbatore
Ford Endeavour 3.0L AT 4x2,240199,100077,2011,Second Owner,Diesel,AUTOMATIC,Mumbai
Hyundai i10 Magna AT,296999,39934,2011,First Owner,Petrol,AUTOMATIC,Kochi
Maruti Vitara Brezza LDi,328013,46000,2016,First Owner,Diesel,MANUAL,Bangalore
Honda City 1.5 V MT,392599,30842,2016,First Owner,Petrol,MANUAL,Coimbatore
Mercedes-Benz New C-Class 200 K AT,266299,65000,2005,Second Owner,Petrol,AUTOMATIC,Mumbai
Volvo XC90 2007-2015 D5 AWD,347699,70000,2016,First Owner,Diesel,MANUAL,Bangalore
Toyota Fortuner 3.0 Diesel,422399,150152,2011,Second Owner,Diesel,MANUAL,Chennai
Nissan Teana 230jM,329199,67038,2009,First Owner,Petrol,AUTOMATIC,Coimbatore
Hyundai Santro Xing GLS CNG,258799,43985,2011,First Owner,CNG,MANUAL,Bangalore
BMW X6 xDrive30d,389299,58598,2014,First Owner,Diesel,AUTOMATIC,Coimbatore
Tata Indigo CS eVX,447899,100000,2016,First Owner,Diesel,MANUAL,Pune
Audi Q5 30 TDI quattro Premium Plus,307499,35000,2016,First Owner,Diesel,AUTOMATIC,Jaipur
Hyundai i10 Sportz 1.2,154899,84500,2008,First Owner,Petrol,MANUAL,Pune
Maruti Baleno Delta 1.2,136799,18006,2018,First Owner,Petrol,MANUAL,Kolkata
Maruti Swift VDI,388699,99000,2013,First Owner,Diesel,MANUAL,Hyderabad
Maruti Eeco 5 Seater AC,962499,51200,2014,First Owner,Petrol,MANUAL,Delhi
Toyota Land Cruiser Prado VX L,416499,130000,2014,First Owner,Diesel,AUTOMATIC,Pune
Hyundai Tucson 2.0 e-VGT 4WD AT GLS,678499,25000,2017,First Owner,Diesel,AUTOMATIC,Ahmedabad
Maruti Baleno Delta,124999,32352,2017,First Owner,Petrol,MANUAL,Kochi
Hyundai i10 Sportz 1.2,395899,20000,2011,First Owner,Petrol,MANUAL,Bangalore
Audi A4 2.0 TDI,307699,46000,2013,Second Owner,Diesel,AUTOMATIC,Bangalore
Maruti Dzire AMT ZXI Plus,690099,12500,2018,First Owner,Petrol,AUTOMATIC,Mumbai
Toyota Innova 2.5 GX 8 STR,1042699,53138,2011,Third Owner,Diesel,MANUAL,Delhi
Maruti Swift Dzire Tour LDI,420199,170000,2013,Second Owner,Diesel,MANUAL,Pune
Maruti Swift LDI,401599,38583,2012,First Owner,Diesel,MANUAL,Kolkata
Maruti Wagon R VXI AMT Opt,626499,26000,2016,First Owner,Petrol,AUTOMATIC,Hyderabad
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,253136,22865,2017,First Owner,Petrol,MANUAL,Coimbatore
Skoda Laura L and K MT,723499,45000,2013,First Owner,Diesel,MANUAL,Kolkata
Maruti Swift LXI Option,456699,62889,2017,First Owner,Petrol,MANUAL,Kochi
Maruti Omni MPI CARGO BSIV,254199,153000,2013,First Owner,Petrol,MANUAL,Pune
Maruti Swift VDI,761999,67000,2016,First Owner,Diesel,MANUAL,Ahmedabad
Honda Amaze S AT i-Vtech,254853,39000,2014,First Owner,Petrol,AUTOMATIC,Mumbai
Toyota Corolla H2,785099,164000,2006,Second Owner,Petrol,MANUAL,Chennai
Maruti Swift Dzire Vdi BSIV,284499,57178,2018,First Owner,Diesel,MANUAL,Coimbatore
Audi A6 2011-2015 2.0 TDI Premium Plus,376699,40000,2013,First Owner,Diesel,AUTOMATIC,Delhi
Chevrolet Spark 1.0 LT,370199,40000,2007,First Owner,Petrol,MANUAL,Mumbai
Hyundai Verna CRDi ABS,887599,89564,2007,Third Owner,Diesel,MANUAL,Mumbai
Maruti Ertiga VXI,513299,66727,2012,First Owner,Petrol,MANUAL,Delhi
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,891199,75000,2013,Second Owner,Diesel,AUTOMATIC,Mumbai
Chevrolet Cruze LTZ AT,526899,31056,2017,First Owner,Diesel,AUTOMATIC,Coimbatore
Volkswagen Vento Petrol Highline,422751,61000,2011,First Owner,Petrol,MANUAL,Pune
Hyundai Xcent 1.2 Kappa AT SX Option,609299,34782,2016,First Owner,Petrol,AUTOMATIC,Kochi
Hyundai i10 Sportz 1.2,1246699,31736,2012,First Owner,Petrol,MANUAL,Coimbatore
Nissan Terrano XV D Pre,402399,75000,2014,First Owner,Diesel,MANUAL,Pune
Mahindra Thar CRDe AC,295885,15000,2014,First Owner,Diesel,MANUAL,Mumbai
Ford Ecosport 1.5 DV5 MT Ambiente,565099,38503,2016,First Owner,Diesel,MANUAL,Coimbatore
Honda BRV i-DTEC V MT,483499,45353,2017,First Owner,Diesel,MANUAL,Coimbatore
Land Rover Range Rover HSE,272099,30000,2015,First Owner,Diesel,AUTOMATIC,Hyderabad
Toyota Etios G,456399,69470,2011,Second Owner,Petrol,MANUAL,Pune
Nissan Teana 230jM,883799,63288,2008,First Owner,Petrol,AUTOMATIC,Chennai
Volkswagen Polo ALLSTAR 1.2 MPI,326099,25087,2017,First Owner,Petrol,MANUAL,Coimbatore
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,349575,134000,2015,First Owner,Diesel,MANUAL,Hyderabad
Chevrolet Cruze LTZ AT,320570,54955,2015,Third Owner,Diesel,AUTOMATIC,Coimbatore
Hyundai Verna CRDi 1.6 SX Option,474399,28000,2017,First Owner,Diesel,MANUAL,Mumbai
Honda Amaze S i-Dtech,317599,45250,2015,First Owner,Diesel,MANUAL,Ahmedabad
Land Rover Discovery 4 SDV6 SE,320099,89190,2012,Second Owner,Diesel,AUTOMATIC,Kochi
Honda City i DTec VX Option BL,261499,48184,2017,First Owner,Diesel,MANUAL,Coimbatore
Maruti Swift Dzire VDI,377750,42125,2015,First Owner,Diesel,MANUAL,Kolkata
Nissan Micra XV CVT,248099,47052,2017,First Owner,Petrol,AUTOMATIC,Coimbatore
Hyundai i10 Sportz 1.2,420399,67000,2011,Second Owner,Petrol,MANUAL,Mumbai
Hyundai Santro GLS I - Euro II,408199,43189,2011,First Owner,Petrol,MANUAL,Bangalore
Maruti Swift Dzire VDI,541500,174889,2015,First Owner,Diesel,MANUAL,Pune
Maruti Alto LXI,256199,72135,2004,First Owner,Petrol,MANUAL,Pune
Maruti Vitara Brezza ZDi Plus Dual Tone,258799,17660,2017,First Owner,Diesel,MANUAL,Delhi
Honda Accord 2.4 A/T,638199,120000,2009,First Owner,Petrol,AUTOMATIC,Pune
Chevrolet Beat LT,818599,29629,2010,First Owner,Petrol,MANUAL,Pune
Maruti Swift VDI BSIV W ABS,452699,69564,2016,First Owner,Diesel,MANUAL,Coimbatore
Mercedes-Benz GLC 220d 4MATIC Sport,708899,34848,2017,First Owner,Diesel,AUTOMATIC,Kochi
Mahindra Xylo D4 BSIV,333240,61000,2013,First Owner,Diesel,MANUAL,Kolkata
Datsun GO Plus T Petrol,181899,21000,2015,First Owner,Petrol,MANUAL,Mumbai
Jaguar XF 2.2 Litre Luxury,356999,27912,2015,First Owner,Diesel,AUTOMATIC,Kochi
Maruti SX4 VDI,318099,62909,2013,First Owner,Diesel,MANUAL,Kochi
Maruti Celerio VXI,78599,33140,2018,First Owner,Petrol,MANUAL,Kochi
Volkswagen Vento 1.5 TDI Comfortline AT,698399,75000,2014,First Owner,Diesel,AUTOMATIC,Hyderabad
Ford EcoSport 1.5 TDCi Titanium,441399,25571,2017,First Owner,Diesel,MANUAL,Kochi
Hyundai Santro LS zipDrive Euro I,373799,120000,2002,Fourth Owner,Petrol,MANUAL,Chennai
Maruti Ertiga VDI,489399,12020,2016,First Owner,Diesel,MANUAL,Kolkata
Honda Brio VX AT,346099,36665,2014,First Owner,Petrol,AUTOMATIC,Mumbai
Mitsubishi Pajero Sport 4X2 AT,235699,41502,2018,First Owner,Diesel,AUTOMATIC,Coimbatore
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,167999,130000,2011,First Owner,Diesel,AUTOMATIC,Pune
Maruti Swift VDI Optional,475399,51000,2017,First Owner,Diesel,MANUAL,Bangalore
Hyundai Accent GLE,589499,103000,2008,Second Owner,Petrol,MANUAL,Pune
Audi A4 2.0 TDI,333399,70000,2012,First Owner,Diesel,AUTOMATIC,Delhi
Honda City 1.5 S MT,183399,56239,2010,Second Owner,Petrol,MANUAL,Delhi
BMW 3 Series 320d Sport,506699,40000,2016,First Owner,Diesel,AUTOMATIC,Ahmedabad
Renault KWID Climber 1.0 AMT,458299,19964,2018,First Owner,Petrol,AUTOMATIC,Kochi
Mahindra Bolero VLX CRDe,361399,72246,2012,First Owner,Diesel,MANUAL,Coimbatore
Hyundai Creta 1.6 SX Diesel,414599,15000,2018,First Owner,Diesel,MANUAL,Kolkata
Tata Nano XT,758699,14000,2016,Fourth Owner,Petrol,MANUAL,Bangalore
Volkswagen Polo 1.2 MPI Highline,984999,22764,2016,First Owner,Petrol,MANUAL,Pune
Volkswagen Passat Diesel Highline 2.0 TDI,336899,65000,2012,First Owner,Diesel,AUTOMATIC,Pune
Isuzu MU 7 4x2 HIPACK,1505899,45000,2016,First Owner,Diesel,MANUAL,Kolkata
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,741499,32090,2017,First Owner,Diesel,AUTOMATIC,Coimbatore
Mahindra XUV500 W8 2WD,541599,83000,2014,First Owner,Diesel,MANUAL,Pune
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,586799,70000,2011,First Owner,Diesel,AUTOMATIC,Delhi
Mahindra XUV500 W8 2WD,525799,68000,2013,First Owner,Diesel,MANUAL,Chennai
Nissan Sunny 2011-2014 XL,306799,105000,2012,First Owner,Petrol,MANUAL,Jaipur
Hyundai Elantra GT,254799,88000,2006,First Owner,Petrol,MANUAL,Hyderabad
Honda Accord VTi-L AT,653299,93000,2007,Second Owner,Petrol,AUTOMATIC,Mumbai
Honda City i DTEC SV,451699,107000,2014,First Owner,Diesel,MANUAL,Delhi
Toyota Fortuner 4x4 MT,663799,141844,2011,First Owner,Diesel,MANUAL,Pune
Nissan Micra XV CVT,277099,32469,2015,First Owner,Petrol,AUTOMATIC,Coimbatore
Mahindra XUV500 W6 2WD,212899,56318,2015,First Owner,Diesel,MANUAL,Kochi
